entrez	symbol	description	locus	hprd	hgnc	mim	refpro	refdna	ensembl	type	dominant	recessive	duplicability	origin	degree	mirna	function	expression	chromosome	tstart	tend	type_of_screening	cancer_type
4926	NUMA1	nuclear mitotic apparatus protein 1	11q13	01236	8059	164009	NP_006176	NM_006185	ENSP00000377298	known	1	0	0	Last Universal Common Ancestor	10	1	Cell cycle,Cellular processes	83	chr11	71714933	71746989	CGC,WGS	leukemia,lung
55746	NUP133	nucleoporin 133kDa	1q42.13	06354	18016	607613	NP_060700	NM_018230	ENSP00000261396	candidate	0	0	0	Eukaryotes	27	0	Cellular processes,DNA/RNA metabolism and transcription	88	chr1	229577654	229643996	WES	breast
23225	NUP210	nucleoporin 210kDa	3p25.1	06368	30052	607703	NP_079199	NM_024923	ENSP00000254508	candidate	0	0	0	Eukaryotes	18	3	Cellular processes,DNA/RNA metabolism and transcription	91	chr3	13359184	13461726	WES	colorectal
8021	NUP214	nucleoporin 214kDa	9q34.1	00258	8064	114350	NP_005076	NM_005085	ENSP00000352400	known	1	0	0	Last Universal Common Ancestor	54	1	Cellular processes,DNA/RNA metabolism and transcription	82	chr9	134001092	134106158	CGC,WES	leukemia,breast
4928	NUP98	nucleoporin 98kDa	11p15.5	03012	8068	601021	NP_005378;NP_624358;NP_624357;NP_057404	NM_005387;NM_139132;NM_139131;NM_016320	ENSP00000380202;ENSP00000316032;ENSP00000380199;ENSP00000347404	known	1	0	0	Last Universal Common Ancestor	12	2	Cellular metabolism,Cellular processes,DNA/RNA metabolism and transcription	74	chr11	3697392	3803347	CGC	leukemia
10482	NXF1	nuclear RNA export factor 1	11q12-q13	04035	8071	602647	NP_006353;NP_001074960	NM_006362;NM_001081491	ENSP00000453885;ENSP00000294172	candidate	0	0	0	Eukaryotes	126	0	Cellular processes,DNA/RNA metabolism and transcription	106	chr11	62560113	62571451	WES	chronic lymphocytic leukemia
11249	NXPH2	neurexophilin 2	2q22.1	11983	8076	604635	NP_009157	NM_007226	-	candidate	0	0	0	Vertebrates	4	2	Signal transduction	-1	chr2	139428495	139537811	WGS	melanoma
84033	OBSCN	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF	1q42.13	10551	15719	608616	NP_443075;NP_001092093	NM_052843;NM_001098623	ENSP00000409493;ENSP00000455507;ENSP00000284548	candidate	0	0	0	Last Universal Common Ancestor	17	1	Cellular metabolism,Cellular processes,Signal transduction	2	chr1	228399485	228566493	WGS	melanoma
729330	OC90	otoconin 90	8q24.22	-	8100	601658	NP_001073868	NM_001080399	ENSP00000254627	candidate	0	0	0	Vertebrates	2	0	Cellular metabolism	-1	chr8	133036731	133067273	WGS	melanoma
8481	OFD1	oral-facial-digital syndrome 1	Xp22	02162	2567	300170	NP_003602	NM_003611	ENSP00000344314	candidate	0	0	1	Eukaryotes	9	1	-1	90	chrX	13753367	13787224	WES	lymphoma
4969	OGN	osteoglycin	9q22	03856	8126	602383	NP_148935;NP_054776	NM_024416;NM_033014;NM_014057	ENSP00000364711;ENSP00000262551	candidate	0	0	0	Eukaryotes	3	0	-1	15	chr9	95147905	95165689	WGS	prostate
10215	OLIG2	oligodendrocyte lineage transcription factor 2	21q22.11	07334	9398	606386	NP_005797	NM_005806	ENSP00000371794	known	1	0	0	Metazoans	5	2	Cell cycle,Cellular metabolism,DNA/RNA metabolism and transcription,Development,Multicellular activities,Regulation of intracellular processes and metabolism,Regulation of transcription	50	chr21	34399171	34400139	CGC	leukemia
4958	OMD	osteomodulin	9q22.31	10128	8134	-	NP_005005	NM_005014	ENSP00000364700	known	1	0	0	Last Universal Common Ancestor	0	0	-1	41	chr9	95177437	95179840	CGC	bone cyst
282770	OR10AG1	olfactory receptor, family 10, subfamily AG, member 1	11q11	14885	19607	-	NP_001005491	NM_001005491	ENSP00000311477	candidate	0	0	0	Mammals	0	0	Cell response to stimuli,Signal transduction	-1	chr11	55735037	55735939	WES	melanoma
390265	OR10G7	olfactory receptor, family 10, subfamily G, member 7	11q24.2	14890	14842	-	NP_001004463	NM_001004463	ENSP00000329689	candidate	0	0	4	Mammals	0	0	Cell response to stimuli,Signal transduction	-1	chr11	123908776	123909708	WES	lung
219870	OR10G9	olfactory receptor, family 10, subfamily G, member 9	11q24.1	17666	15129	-	NP_001001953	NM_001001953	ENSP00000364164	candidate	0	0	3	Mammals	0	0	Cell response to stimuli,Signal transduction	-1	chr11	123893720	123894652	WES	melanoma
343406	OR10R2	olfactory receptor, family 10, subfamily R, member 2	1q23.1	17674	14820	-	NP_001004472	NM_001004472	ENSP00000357134	candidate	0	0	1	Mammals	0	0	Signal transduction	-1	chr1	158449668	158450672	WES	pancreas
391189	OR11L1	olfactory receptor, family 11, subfamily L, member 1	1q44	17677	14998	-	NP_001001959	NM_001001959	ENSP00000348033	candidate	0	0	0	Metazoans	0	0	Cell response to stimuli,Signal transduction	-1	chr1	248004233	248005198	WES	lung
26740	OR1J2	olfactory receptor, family 1, subfamily J, member 2	9q34.11	14917	8209	-	NP_473448	NM_054107	ENSP00000335575	candidate	0	0	2	Mammals	4	1	Cell response to stimuli,Signal transduction	-1	chr9	125273081	125274019	WGS	melanoma
138881	OR1L8	olfactory receptor, family 1, subfamily L, member 8	9q33.2	14923	15110	-	NP_001004454	NM_001004454	ENSP00000306607	candidate	0	0	4	Metazoans	0	0	Cell response to stimuli,Signal transduction	-1	chr9	125329830	125330756	WGS	chronic lymphocytic leukemia
125963	OR1M1	olfactory receptor, family 1, subfamily M, member 1	19p13.2	17689	8220	-	NP_001004456	NM_001004456	ENSP00000401966	candidate	0	0	0	Mammals	4	0	Cell response to stimuli,Signal transduction	-1	chr19	9203921	9204859	WES	melanoma
442361	OR2A2	olfactory receptor, family 2, subfamily A, member 2	7q35	14931	8230	-	NP_001005480	NM_001005480	ENSP00000386209	candidate	0	0	8	Mammals	0	0	Cell response to stimuli,Signal transduction	-1	chr7	143806676	143807629	WES	melanoma
402317	OR2A42	olfactory receptor, family 2, subfamily A, member 42	7q35	18486	31230	-	NP_001001802	NM_001001802	ENSP00000375334	candidate	0	0	10	Vertebrates	0	0	Cell response to stimuli,Cellular metabolism,Signal transduction	-1	chr7	144015218	144016147	WES	melanoma
284521	OR2L13	olfactory receptor, family 2, subfamily L, member 13	1q44	17702	19578	-	NP_787107	NM_175911	ENSP00000355434	candidate	0	0	6	Mammals	1	0	Cell response to stimuli,Signal transduction	-1	chr1	248262678	248263613	WES	glioblastoma
26245	OR2M4	olfactory receptor, family 2, subfamily M, member 4	1q44	14946	8270	-	NP_059974	NM_017504	ENSP00000306688	candidate	0	0	5	Eukaryotes	0	0	Cell response to stimuli,Signal transduction	-1	chr1	248402231	248403163	WES	chronic lymphocytic leukemia
127077	OR2T11	olfactory receptor, family 2, subfamily T, member 11	1q44	17705	19574	-	NP_001001964	NM_001001964	ENSP00000328934	candidate	0	0	5	Mammals	0	0	Cell response to stimuli,Signal transduction	-1	chr1	248789482	248790429	WGS	lung
391195	OR2T33	olfactory receptor, family 2, subfamily T, member 33	1q44	14953	31255	-	NP_001004695	NM_001004695	ENSP00000324687	candidate	0	0	3	Mammals	0	0	Cell response to stimuli,Signal transduction	-1	chr1	248436157	248437116	WGS	melanoma
127068	OR2T34	olfactory receptor, family 2, subfamily T, member 34	1q44	14954	31256	-	NP_001001821	NM_001001821	ENSP00000330904	candidate	0	0	4	Vertebrates	0	0	Cell response to stimuli,Signal transduction	-1	chr1	248737105	248738058	WGS	lymphoma
283092	OR4C13	olfactory receptor, family 4, subfamily C, member 13	11p11.12	17720	15169	-	NP_001001955	NM_001001955	ENSP00000452277	candidate	0	0	12	Mammals	0	0	Cell response to stimuli,Signal transduction	-1	chr11	49973975	49974901	WES	melanoma
81309	OR4C15	olfactory receptor, family 4, subfamily C, member 15	11q11	14963	15171	-	NP_001001920	NM_001001920	ENSP00000324958	candidate	0	0	0	Mammals	0	0	Cell response to stimuli,Signal transduction	-1	chr11	55321783	55322892	WES	gastric,head and neck squamous cell carcinoma
119749	OR4C46	olfactory receptor, family 4, subfamily C, member 46	11p11.12	14964	31271	614273	NP_001004703	NM_001004703	ENSP00000329056	candidate	0	0	12	Mammals	0	0	Cell response to stimuli,Signal transduction	-1	chr11	51515282	51516208	WES	gastric
219432	OR4C6	olfactory receptor, family 4, subfamily C, member 6	11q11	17724	14743	-	NP_001004704	NM_001004704	ENSP00000324769	candidate	0	0	9	Mammals	0	0	Cell response to stimuli,Signal transduction	-1	chr11	55432643	55433569	WES	melanoma
219986	OR4D11	olfactory receptor, family 4, subfamily D, member 11	11q12.1	17725	15174	-	NP_001004706	NM_001004706	ENSP00000320077	candidate	0	0	4	Mammals	0	0	Cell response to stimuli,Signal transduction	-1	chr11	59271049	59271981	WGS	melanoma
79544	OR4K1	olfactory receptor, family 4, subfamily K, member 1	14q11.2	14975	14726	-	NP_001004063	NM_001004063	ENSP00000285600	candidate	0	0	5	Mammals	0	0	Cell response to stimuli,Signal transduction	-1	chr14	20403826	20404758	WES	melanoma
122740	OR4K14	olfactory receptor, family 4, subfamily K, member 14	14q11.2	14977	15352	-	NP_001004712	NM_001004712	ENSP00000305011	candidate	0	0	0	Mammals	0	0	Cell response to stimuli,Signal transduction	-1	chr14	20482423	20483352	WES	melanoma
122742	OR4L1	olfactory receptor, family 4, subfamily L, member 1	14q11.2	14982	15356	-	NP_001004717	NM_001004717	ENSP00000319217	candidate	0	0	0	Mammals	0	0	Cell response to stimuli,Signal transduction	-1	chr14	20528204	20529139	WES	pancreas
390437	OR4N5	olfactory receptor, family 4, subfamily N, member 5	14q11.2	14985	15358	-	NP_001004724	NM_001004724	ENSP00000332110	candidate	0	0	5	Mammals	0	0	Cell response to stimuli,Signal transduction	-1	chr14	20611895	20612818	WGS	glioblastoma
441669	OR4Q3	olfactory receptor, family 4, subfamily Q, member 3	14q11.2	17732	15426	-	NP_751944	NM_172194	ENSP00000330049	candidate	0	0	1	Vertebrates	0	0	Cell response to stimuli,Signal transduction	-1	chr14	20215587	20216525	WGS	breast
219431	OR4S2	olfactory receptor, family 4, subfamily S, member 2	11q11	14988	15183	-	NP_001004059	NM_001004059	ENSP00000310337	candidate	0	0	1	Vertebrates	3	0	Cell response to stimuli,Signal transduction	-1	chr11	55418380	55419312	WGS	melanoma
143503	OR51E1	olfactory receptor, family 51, subfamily E, member 1	11p15.4	14996	15194	611267	NP_689643	NM_152430	ENSP00000380155	candidate	0	0	0	Vertebrates	0	0	Cell response to stimuli,Signal transduction	-1	chr11	4673757	4674710	WES	colorectal
390064	OR51I2	olfactory receptor, family 51, subfamily I, member 2	11p15.4	15000	15201	-	NP_001004754	NM_001004754	ENSP00000341987	candidate	0	0	1	Vertebrates	0	0	Cell response to stimuli,Signal transduction	-1	chr11	5474719	5475654	WES	melanoma
390054	OR52A5	olfactory receptor, family 52, subfamily A, member 5	11p15.4	15005	19580	-	NP_001005160	NM_001005160	ENSP00000303469	candidate	0	0	2	Metazoans	0	0	Cell response to stimuli,Signal transduction	-1	chr11	5152925	5153872	WGS	lung
390079	OR52E8	olfactory receptor, family 52, subfamily E, member 8	11p15.4	15013	15217	-	NP_001005168	NM_001005168	ENSP00000444054	candidate	0	0	6	Metazoans	0	0	Cell response to stimuli,Signal transduction	-1	chr11	5877982	5878932	WES	melanoma
219965	OR5B17	olfactory receptor, family 5, subfamily B, member 17	11q12.1	15036	15267	-	NP_001005489	NM_001005489	ENSP00000349945	candidate	0	0	5	Mammals	0	0	Cell response to stimuli,Signal transduction	-1	chr11	58125601	58126542	WES	lung
79310	OR5H2	olfactory receptor, family 5, subfamily H, member 2	3q12.1	15042	14752	-	NP_001005482	NM_001005482	ENSP00000347418	candidate	0	0	9	Mammals	0	0	Signal transduction	-1	chr3	98001732	98002673	WGS	melanoma
219437	OR5L1	olfactory receptor, family 5, subfamily L, member 1	11q11	15045	8350	-	NP_001004738	NM_001004738	ENSP00000335529	candidate	0	0	2	Metazoans	150	0	Cell response to stimuli,Signal transduction	-1	chr11	55578943	55579875	WES	melanoma,prostate
26338	OR5L2	olfactory receptor, family 5, subfamily L, member 2	11q11	15046	8351	-	NP_001004739	NM_001004739	ENSP00000367650	candidate	0	0	1	Metazoans	3	0	Cell response to stimuli,Signal transduction	-1	chr11	55594695	55595627	WES	head and neck squamous cell carcinoma
390166	OR5M5P	olfactory receptor, family 5, subfamily M, member 5 pseudogene	11q12.1	-	14810	-	-	-	-	candidate	0	0	-1	Mammals	0	0	-1	-1	-	0	0	WGS	lung
8590	OR6A2	olfactory receptor, family 6, subfamily A, member 2	11p15	09771	15301	608495	NP_003687	NM_003696	ENSP00000330384	candidate	0	0	0	Mammals	0	0	Cell response to stimuli,Signal transduction	38	chr11	6815959	6816939	WES	breast
391114	OR6K3	olfactory receptor, family 6, subfamily K, member 3	1q23.1	15064	15030	-	NP_001005327	NM_001005327	ENSP00000357127	candidate	0	0	2	Metazoans	0	0	Signal transduction	-1	chr1	158686961	158687905	WES	lymphoma
390151	OR8H2	olfactory receptor, family 8, subfamily H, member 2	11q12.1	15083	15308	-	NP_001005200	NM_001005200	ENSP00000323982	candidate	0	0	2	Vertebrates	0	0	Cell response to stimuli,Signal transduction	-1	chr11	55872519	55873454	WES	head and neck squamous cell carcinoma
390157	OR8K1	olfactory receptor, family 8, subfamily K, member 1	11q12.1	15086	14831	-	NP_001002907	NM_001002907	ENSP00000279783	candidate	0	0	3	Mammals	0	0	Cell response to stimuli,Signal transduction	-1	chr11	56113515	56114471	WES	head and neck squamous cell carcinoma
4998	ORC1	origin recognition complex, subunit 1	1p32	03544	8487	601902	NP_001177748;NP_004144;NP_001177747	NM_001190819;NM_004153;NM_001190818	ENSP00000360621;ENSP00000360623	candidate	0	0	0	Last Universal Common Ancestor	20	2	Cellular metabolism,DNA/RNA metabolism and transcription	14	chr1	52838856	52867895	WGS	prostate
9381	OTOF	otoferlin	2p23.1	04727	8515	603681	NP_004793;NP_919304;NP_919224;NP_919303	NM_004802;NM_194323;NM_194248;NM_194322	ENSP00000345137;ENSP00000272371;ENSP00000383906;ENSP00000344521	candidate	0	0	0	Eukaryotes	2	0	Cell response to stimuli,Cellular processes	0	chr2	26682896	26781439	WES	breast
283310	OTOGL	otogelin-like	12q21.31	08815	26901	-	NP_775862	NM_173591	ENSP00000400895	candidate	0	0	0	-	0	1	Cellular metabolism	-1	chr12	80603239	80771825	WES	chronic lymphocytic leukemia
133060	OTOP1	otopetrin 1	4p16.3	07421	19656	607806	NP_819056	NM_177998	ENSP00000296358	candidate	0	0	1	Vertebrates	0	0	Development	-1	chr4	4190533	4228591	WGS	liver
341350	OVCH1	ovochymase 1	12p11.22	07138	23080	-	NP_899234	NM_183378	ENSP00000326708	candidate	0	0	0	Last Universal Common Ancestor	1	0	Cellular metabolism	-1	chr12	29586684	29650619	WES	pancreas
5018	OXA1L	oxidase (cytochrome c) assembly 1-like	14q11.2	03043	8526	601066	NP_005006	NM_005015	ENSP00000285848	candidate	0	0	0	Last Universal Common Ancestor	18	3	Cellular metabolism,Cellular processes	97	chr14	23235731	23240764	WGS	glioblastoma
5027	P2RX7	purinergic receptor P2X, ligand-gated ion channel, 7	12q24	03977	8537	602566	NP_002553	NR_033952;NM_177427;NR_033951;NR_033953;NR_033949;NR_033950;NR_033955;NR_033948;NR_033956;NM_002562;NR_033954	-	candidate	0	0	0	Metazoans	10	2	Cell cycle,Cell response to stimuli,Cellular metabolism,Cellular processes,Development,Multicellular activities,Other,Regulation of intracellular processes and metabolism,Signal transduction	29	chr12	121570774	121622602	WES	colorectal
5031	P2RY6	pyrimidinergic receptor P2Y, G-protein coupled, 6	11q13.5	03906	8543	602451	NP_789767;NP_004145;NP_789768;NP_789766	NM_176797;NM_004154;NM_176798;NM_176796	ENSP00000377215;ENSP00000309771;ENSP00000377217;ENSP00000377216	candidate	0	0	0	Vertebrates	0	1	Cellular processes,Signal transduction	48	chr11	73007564	73008547	WES	acute myeloid leukemia
286530	P2RY8	purinergic receptor P2Y, G-protein coupled, 8	Xp22.33; Yp11.3	06671	15524	300525	NP_835230	NM_178129	ENSP00000370697	known	1	0	1	Vertebrates	1	0	Signal transduction	-1	chrX	1584375	1585451	CGC,HTMS,WES	leukemia,breast,lung,ovarian,pancreas,prostate,lymphoma
26986	PABPC1	poly(A) binding protein, cytoplasmic 1	8q22.2-q23	05247	8554	604679	NP_002559	NM_002568	ENSP00000313007	candidate	0	0	4	Last Universal Common Ancestor	155	3	DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	109	chr8	101716529	101733811	WES	lymphoma
5042	PABPC3	poly(A) binding protein, cytoplasmic 3	13q12-q13	05248	8556	604680	NP_112241	NM_030979	-	candidate	0	0	2	Last Universal Common Ancestor	8	0	DNA/RNA metabolism and transcription,Regulation of transcription	109	chr13	25670337	25672229	WGS	lymphoma
5049	PAFAH1B2	platelet-activating factor acetylhydrolase 1b, catalytic subunit 2 (30kDa)	11q23	03940	8575	602508	NP_002563;NP_001171677;NP_001171676;NP_001171675	NM_002572;NM_001184748;NM_001184747;NM_001184746	ENSP00000434951;ENSP00000388742;ENSP00000435289	known	1	0	2	Last Universal Common Ancestor	31	3	Cellular metabolism,Development,Multicellular activities	43	chr11	117023164	117038412	CGC	lymphoma
5058	PAK1	p21 protein (Cdc42/Rac)-activated kinase 1	11q13-q14	03995	8590	602590	NP_002567;NP_001122092	NM_002576;NM_001128620	ENSP00000348696	known	0	0	0	Last Universal Common Ancestor	113	6	Cell cycle,Cellular metabolism,Cellular processes,Regulation of intracellular processes and metabolism,Signal transduction	10	chr11	77034347	77103565	CGC,Amplified	
5063	PAK3	p21 protein (Cdc42/Rac)-activated kinase 3	Xq23	02142	8592	300142	NP_001121639;NP_002569;NP_001121644;NP_001121640;NP_001121645;NP_001121638	NM_001128167;NM_002578;NM_001128172;NM_001128168;NM_001128173;NM_001128166	ENSP00000410853;ENSP00000401982;ENSP00000353864;ENSP00000389172;ENSP00000262836;ENSP00000361077	candidate	0	0	0	Last Universal Common Ancestor	19	1	Cellular metabolism,Cellular processes	60	chrX	110366332	110463672	HTMS	lung
79728	PALB2	partner and localizer of BRCA2	16p12.2	07966	26144	610355	NP_078951	NM_024675	ENSP00000261584	known	0	1	0	Metazoans	14	0	-1	7	chr16	23614783	23652478	CGC,WGS	breast
60676	PAPPA2	pappalysin 2	1q23-q25	10156	14615	-	NP_068755;NP_064714	NM_021936;NM_020318	ENSP00000356633	candidate	0	0	0	Last Universal Common Ancestor	11	0	Cell cycle,Cellular metabolism,Regulation of intracellular processes and metabolism	82	chr1	176525459	176811587	WGS	lung
164091	PAQR7	progestin and adipoQ receptor family member VII	1p36.11	09692	23146	607779	NP_848509	NM_178422	ENSP00000363414	candidate	0	0	0	Last Universal Common Ancestor	2	0	-1	-1	chr1	26189293	26190330	WGS	breast
83666	PARP9	poly (ADP-ribose) polymerase family, member 9	3q21	10686	24118	612065	NP_113646;NP_001139576;NP_001139575;NP_001139577;NP_001139574;NP_001139578	NM_031458;NM_001146104;NM_001146103;NM_001146105;NM_001146102;NM_001146106	ENSP00000419506;ENSP00000419001;ENSP00000418894;ENSP00000353512	candidate	0	0	0	Last Universal Common Ancestor	5	4	Cell motility and interactions	-1	chr3	122247214	122277323	HTMS	breast,lung,ovarian,pancreas,prostate
55742	PARVA	parvin, alpha	11p15.3	16283	14652	608120	NP_060692	NM_018222	-	candidate	0	0	0	Metazoans	15	2	-1	75	chr11	12399075	12549469	WGS	breast
139135	PASD1	PAS domain containing 1	Xq28	06613	20686	-	NP_775764	NM_173493	ENSP00000359382	candidate	0	0	0	Eukaryotes	0	0	Signal transduction	-1	chrX	150773117	150844612	WES	lymphoma
23598	PATZ1	POZ (BTB) and AT hook containing zinc finger 1	22q12.2	05522	13071	605165	NP_114441;NP_114439;NP_114440;NP_055138	NM_032052;NM_032050;NM_032051;NM_014323	ENSP00000266269;ENSP00000337520;ENSP00000215919;ENSP00000384173	known	1	0	0	Last Universal Common Ancestor	0	0	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	97	chr22	31722880	31741588	CGC,WGS	sarcoma,lung
5077	PAX3	paired box 3	2q35-q37|2q35	09421	8617	606597	NP_852125;NP_852123;NP_852124;NP_000429;NP_039230;NP_001120838;NP_852122;NP_852126	NM_181460;NM_181458;NM_181459;NM_000438;NM_013942;NM_001127366;NM_181457;NM_181461	ENSP00000386817;ENSP00000258387;ENSP00000386750;ENSP00000343052;ENSP00000375921;ENSP00000342092	known	1	0	0	Opisthokonts	27	5	Cell cycle,Cell response to stimuli,Cellular metabolism,DNA/RNA metabolism and transcription,Development,Regulation of intracellular processes and metabolism,Regulation of transcription	27	chr2	223065896	223163334	CGC	sarcoma
5079	PAX5	paired box 5	9p13	01334	8619	167414	NP_057953	NM_016734	-	known	1	0	0	Metazoans	16	0	Cellular metabolism,DNA/RNA metabolism and transcription,Development,Multicellular activities,Regulation of intracellular processes and metabolism,Regulation of transcription	11	chr9	36840560	37034028	CGC,HTMS	leukemia,non-hodgkin lymphoma,breast,lung,ovarian,pancreas,prostate
5081	PAX7	paired box 7	1p36.13	01331	8621	167410	NP_001128726;NP_002575;NP_039236	NM_001135254;NM_002584;NM_013945	ENSP00000403389;ENSP00000364524	known	1	0	0	Opisthokonts	11	1	Cell cycle,Cellular metabolism,DNA/RNA metabolism and transcription,Development,Regulation of intracellular processes and metabolism,Regulation of transcription	8	chr1	18958098	19062530	CGC	sarcoma
7849	PAX8	paired box 8	2q13	01335	8622	167415	NP_039247;NP_039246;NP_003457;NP_054698	NM_013953;NM_013951;NM_013952;NM_003466;NM_013992	ENSP00000395498;ENSP00000314750;ENSP00000263335;ENSP00000380768	known	1	0	0	Metazoans	19	0	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	109	chr2	113976113	114004497	CGC	thyroid
5083	PAX9	paired box 9	14q13.3	01336	8623	167416	NP_006185	NM_006194	ENSP00000384817	known	0	0	0	Metazoans	11	0	Cellular metabolism,DNA/RNA metabolism and transcription,Development,Regulation of intracellular processes and metabolism,Regulation of transcription	42	chr14	37132101	37145654	CGC,Amplified	
55193	PBRM1	polybromo 1	3p21	-	30064	606083	NP_060635;NP_851385;NP_060783	NM_181041;NM_018165;NM_181042;NM_018313	ENSP00000349213	known	0	1	0	Eukaryotes	35	4	Cell cycle,Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	98	chr3	52582082	52713727	CGC,WES,WGS	breast,kidney,pancreas,prostate
5087	PBX1	pre-B-cell leukemia homeobox 1	1q23	08889	8632	176310	NP_001191890;NP_002576;NP_001191892	NM_001204961;NM_002585;NM_001204963	ENSP00000405890	known	1	0	2	Eukaryotes	33	4	Cellular metabolism,DNA/RNA metabolism and transcription,Development,Regulation of intracellular processes and metabolism,Regulation of transcription	94	chr1	164529060	164815910	CGC	leukemia,myoepithelioma
27328	PCDH11X	protocadherin 11 X-linked	Xq21.3	02215	8656	300246	NP_055337;NP_116751;NP_001161834;NP_001161832;NP_116749;NP_116750;NP_001161833;NP_001161835	NM_014522;NM_032969;NM_001168362;NM_001168360;NM_032967;NM_032968;NM_001168361;NM_001168363	ENSP00000355040;ENSP00000378746;ENSP00000362186;ENSP00000362189	candidate	0	0	1	Eukaryotes	1	0	Cell motility and interactions	32	chrX	91090504	91873936	WES	chronic lymphocytic leukemia,colorectal
65217	PCDH15	protocadherin-related 15	10q21.1	05698	14674	605514	NP_001136244;NP_001136242;NP_001136235;NP_001136236;NP_149045;NP_001136243;NP_001136241;NP_001136245;NP_001136240;NP_001136238;NP_001136237;NP_001136239	NM_001142772;NM_001142770;NM_001142763;NM_001142764;NM_033056;NM_001142771;NM_001142769;NM_001142773;NM_001142768;NM_001142766;NM_001142765;NM_001142767	ENSP00000354950;ENSP00000412628;ENSP00000378818;ENSP00000378820;ENSP00000378832;ENSP00000378826;ENSP00000363076;ENSP00000378821;ENSP00000322604	candidate	0	0	0	Eukaryotes	0	0	Cell motility and interactions,Cell response to stimuli,Multicellular activities,Regulation of intracellular processes and metabolism	-1	chr10	55581621	56424022	WES,WGS	head and neck squamous cell carcinoma,pancreas,prostate
27253	PCDH17	protocadherin 17	13q21.1	-	14267	611760	NP_001035519	NM_014459;NM_001040429	ENSP00000367151	candidate	0	0	0	Eukaryotes	4	0	Cell motility and interactions	83	chr13	58206681	58299425	WES	pancreas
54510	PCDH18	protocadherin 18	4q31	12205	14268	608287	NP_061908	NM_019035	ENSP00000355082	candidate	0	0	0	Eukaryotes	2	0	Cell motility and interactions,Development	-1	chr4	138442186	138453242	WES,WGS	pancreas,lymphoma
64881	PCDH20	protocadherin 20	13q21	-	14257	614449	NP_073754	NM_022843	ENSP00000387250	candidate	0	0	0	Eukaryotes	1	0	Cell motility and interactions	-1	chr13	61985379	61989291	WGS	glioblastoma
5099	PCDH7	protocadherin 7	4p15	04288	8659	602988	NP_002580;NP_115832;NP_001166994;NP_115833	NM_002589;NM_032456;NM_001173523;NM_032457	ENSP00000355243	candidate	0	0	0	Eukaryotes	6	3	Cell motility and interactions	73	chr4	30723045	31144468	WGS	liver
56136	PCDHA13	protocadherin alpha 13	5q31	07554	8667	606319	NP_114071;NP_061727	NM_031865;NM_018904	ENSP00000289272	candidate	0	0	6	Eukaryotes	41	0	Cell motility and interactions	17	chr5	140261854	140389519	WES,WGS	cholangiocarcinoma,liver
56146	PCDHA2	protocadherin alpha 2	5q31	07320	8668	606308	NP_061728;NP_113683	NM_031496;NM_018905;NM_031495	ENSP00000431748;ENSP00000367372	candidate	0	0	-1	Eukaryotes	18	0	Cell motility and interactions,Development	27	-	0	0	WGS	lymphoma
56144	PCDHA4	protocadherin alpha 4	5q31	07322	8670	606310	NP_113688;NP_061730	NM_031500;NM_018907	ENSP00000435300;ENSP00000349344	candidate	0	0	-1	Eukaryotes	26	2	Cell motility and interactions,Development	17	-	0	0	WGS	lymphoma
56142	PCDHA6	protocadherin alpha 6	5q31	07324	8672	606312	NP_114037;NP_114036;NP_061732	NM_031849;NM_031848;NM_018909	ENSP00000433378	candidate	0	0	9	Eukaryotes	9	1	Cell motility and interactions,Development	25	chr5	140207677	140389519	WGS	acute myeloid leukemia
9752	PCDHA9	protocadherin alpha 9	5q31	07327	8675	606315	NP_054724;NP_114063	NM_014005;NM_031857	ENSP00000367362;ENSP00000436042	candidate	0	0	7	Eukaryotes	7	0	Cell motility and interactions	55	chr5	140228081	140389519	WES	colorectal
56121	PCDHB15	protocadherin beta 15	5q31	06959	8686	606341	NP_061758	NM_018935	ENSP00000231173	candidate	0	0	13	Eukaryotes	0	1	Cell motility and interactions,Development	-1	chr5	140625147	140627507	WES	breast
56130	PCDHB6	protocadherin beta 6	5q31	07561	8691	606332	NP_061762	NM_018939	ENSP00000231136	candidate	0	0	13	Eukaryotes	0	0	Cell motility and interactions,Development,Multicellular activities	27	chr5	140529839	140532220	WES	lymphoma
56128	PCDHB8	protocadherin beta 8	5q31	07563	8693	606334	NP_061993	NM_019120	ENSP00000239444	candidate	0	0	10	Eukaryotes	3	3	Cell motility and interactions	9	chr5	140557616	140560018	WES	melanoma
56097	PCDHGC5	protocadherin gamma subfamily C, 5	5q31	07318	8718	606306	NP_061752;NP_115783	NM_018929;NM_032407	ENSP00000252087	candidate	0	0	0	Eukaryotes	8	1	Cell motility and interactions	36	chr5	140868808	140890737	WES	chronic lymphocytic leukemia
